Accession No,Primary Maker name only,Name Title,Brief Description,Media Materials,Measurement Reading Metric Imp Y display only,Department,Other Id,Collection,Current Location,Current Location Reason,Current Location Date,Current Owner,Acquisition Method,Acquisition Reason,Acquisition Date,Credit Line,Item Count
VUWCE.2009.137,Margery Blackman,Trouser - Word Piece,,,,Collection Education/VUW Art,70F,Victoria University Wellington College of Education Collection,Art Building/Room 14,Temporary Storage,5-Aug-15,,,,,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.138,Margery Blackman,"Past and Present, No. 1",,,,Collection Education/VUW Art,70E,Victoria University Wellington College of Education Collection,Philosophy Building/Room 44,Temporary Storage,5-Aug-15,,,,,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.139,Margery Blackman,Family Group,"From a portfolio called 'The New Zealanders' which was for sale at an exhibition of Westra's work at the Taj Mahal Gallery in September 1976. Alternative title: 'Freezing workers picketing the offices of the Gear meat company in Customhouse Quay' (source: Book called 'Wellington - City Alive', published in 1976)",,,Collection Education/VUW Art,70B,Victoria University Wellington College of Education Collection,Music Building/Room 6,Temporary Storage,5-Aug-15,,,,,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.140,Margery Blackman,Pottery,,,,Collection Education/VUW Art,70J,Victoria University Wellington College of Education Collection,Science Building/Room 44,Temporary Storage,5-Aug-15,,,,,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.141,Margery Blackman,The Proposal,"From a portfolio called 'The New Zealanders' which was for sale at an exhibition of Westra's work at the Taj Mahal Gallery in September 1976. Alternative title: 'Evening near the Basin Reserve' (source: 'Notes on a country I live in', published in 1972)",,,Collection Education/VUW Art,70C,Victoria University Wellington College of Education Collection,Art Building/Room 32,Temporary Storage,5-Aug-15,,,,,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.142,Margery Blackman,The Great Bear,From a portfolio called 'The New Zealanders' which was for sale at an exhibition of Westra's work at the Taj Mahal Gallery in September 1976. Alternative title: 'Repainting the exterior of the Purple Onion striptease club in Vivian Street after a fire in 1974' (source: book 'Wellington - City Alive' published 1976). Painter featured is thought (by researcher) to be David Eastman.,,,Collection Education/VUW Art,70G,Victoria University Wellington College of Education Collection,Science Building/Room 18,Temporary Storage,5-Aug-15,,,,,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.143,Roy Cowan,Painting,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 46,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.144,Roy Cowan,Chichester Canal,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 45,Audit,10-Feb-09,,Purchase,,1992,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.145,Roy Cowan,Dignity and Impudence,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 33,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.146,Roy Cowan,"Three Ball Total Equilibrium Tank (Two Dr J Silver Series, Spalding NBA Tip-Off)",,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 49,Audit,10-Feb-09,,Purchase,,1992,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.147,Roy Cowan,Pharmacy,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 44,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.148,Roy Cowan,Lady Macbeth Seizing the Daggers,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 39,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.149,Roy Cowan,The Destruction of Pompei and Herculaneum,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 37,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.150,Roy Cowan,Sir James George Frazer,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 5,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.151,Roy Cowan,Scenes from the Passion: Late,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 0,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.152,Roy Cowan,Work No. 203: EVERYTHING IS GOING TO BE ALRIGHT,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 27,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.153,Roy Cowan,Self-Portrait,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 14,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.154,Roy Cowan,The Coral Reef,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 8,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.155,Roy Cowan,Three Ladies Adorning a Term of Hymen,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 7,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.156,Roy Cowan,The Pool of London,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 0,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.157,Roy Cowan,Yellow Islands,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 40,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.158,Roy Cowan,Home,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 14,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.159,Roy Cowan,Metamorphosis of Narcissus,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 22,Audit,10-Feb-09,,Purchase,,1992,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.160,Roy Cowan,Ocean,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 28,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.161,Roy Cowan,In the Hold,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 17,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.162,Roy Cowan,Marxism and Art: Beware of Fascist Feminism,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 31,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.163,Roy Cowan,The Arrival,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 12,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.164,Roy Cowan,Jean Genet,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 32,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.165,Roy Cowan,Beata Beatrix,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 25,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.166,Roy Cowan,Interior,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 23,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.167,Roy Cowan,"Composition with Yellow, Blue and Red",,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 29,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.168,Roy Cowan,The Uncertainty of the Poet,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 42,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.169,Roy Cowan,The Reckless Sleeper,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 8,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.170,Roy Cowan,circa 1936 (sculpture),,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 28,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.171,Roy Cowan,Concert for Anarchy,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 46,Audit,10-Feb-09,,Purchase,,1992,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.172,Roy Cowan,"'The Meeting' or 'Have a Nice Day, Mr Hockney'",,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 33,Audit,10-Feb-09,,Purchase,,1992,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.173,Roy Cowan,Shooting Picture,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 48,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.174,Roy Cowan,The Divine Land,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 2,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.175,Roy Cowan,Brushstroke,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 44,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.176,Roy Cowan,According to the Laws of Chance,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 20,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.177,Roy Cowan,Portrait of Mrs Salesbury with her Grandchildren Edward and Elizabeth Bagot,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 19,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.178,Roy Cowan,The Two Friends,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 46,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.179,Roy Cowan,Orpheus (Maquette 2) (Version II),,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Art Building/Room 21,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.180,Roy Cowan,Where the Bee Sucks,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Music Building/Room 28,Audit,10-Feb-09,,Purchase,,1989,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.181,Roy Cowan,"Past and Present, No. 2",,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 13,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.183,Roy Cowan,"Past and Present, No. 3",,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Philosophy Building/Room 10,Audit,10-Feb-09,,Purchase,,1990,Victoria University of Wellington College of Education Art Collection,
VUWCE.2009.184,Roy Cowan,Achrome,,,,Collection Education/VUW Art,,Victoria University Wellington College of Education Collection,Science Building/Room 44,Audit,10-Feb-09,,Purchase,,1992,Victoria University of Wellington College of Education Art Collection,
VUW.2009.1,Paerau Corneal,The Saltonstall Family,,,,General/VUW Art,339971,,Philosophy Building/Room 38,Permanent Exhibit,5-Jul-11,,Commission,Collection Policy,,"Victoria University of Art Collection, commissioned with the assistance of Transfield Holdings and Campus Living Villages, 2009",
VUW.2009.2,Peter Lange,Peace - Burial at Sea,"Text piece from cut pvc letters that spell out ""THE CLOSER THE LOOK ONE TAKES AT A WORD THE GREATER THE DISTANCE FROM WHICH IT LOOKS BACK""",,,General/VUW Art,340009,Victoria University of Wellington/WELLINGTON,Philosophy Building/Room 36,Temporary Storage,30-Jun-15,,Dealer/Purchase,Collection Policy,,"Victoria University of Wellington Art Collection, purchased 2009",
VUW.2009.3.1-6,Brent Wong,Hope,series of six colour silkscreen prints showing naked human figues interacting with various kinds of playground equipment,,,VUW Art,344806,Victoria University of Wellington Art Collection,Science Building/Room 15,Usual Location,12-Nov-10,,Private/Purchase,Collection Policy,,Victoria University of Wellington Art Collection,6
VUW.2009.4,Indira Neville,They're Biting,"A vintage black and white photograph showing the artist cleaning a window at Apple, 112 Green Street; an artist-run space that operated between 1970-78 in SoHo New York.",,,General/VUW Art,344902,,Philosophy Building/Room 41,Temporary Storage,23-Apr-13,,Donation,Collection Policy,2009,"Victoria University of Wellington Art Collection, gift of the artist",
VUW.2009.5,Indira Neville,Piano,A restaging of 1971 action produced specifically for the Adam Art Gallery exhibition Billy Apple New York 1969-1973 (27 March-17 May 2009),,,General/VUW Art,344903,,Music Building/Room 14,Temporary Storage,16-Jul-10,,Donation,Collection Policy,,Victoria University of Wellington Art Collection,
VUW.2009.6,Dick Frizzell,Ambassador Ivan Maisky,A glass brick produced by the action of artist Daniel Malone.,,,General/VUW Art,344900,,Art Building/Room 21,Temporary Storage,28-Oct-15,,Commission,Collection Policy,,"Victoria University of Wellington Art Collection, purchased 2009",
VUW.2009.7,Manos Nathan,"Goat's Skull, Bottle and Candle","This painting is one of a series of works by Hurley based on historical photographs and paintings and published illustrations of illustrious men and women from the past. This work presents Charles Heaphy (1820-1881), a renowned figure from New Zealand history who was the resident artist and surveyor on the first New Zealand Company expedition that arrived in Wellington in 1839. Simplified to contain only the mere suggestion of his personality, Hurley plays on the version of Heaphy that exists in our collective memory and hints at the possible distance between legend and reality.",,,General/VUW Art,344901,Victoria University of Wellington Art Collection,Philosophy Building/Room 38,Temporary Storage,28-Oct-15,,Purchase,Collection Policy,,Victoria University of Wellington Art Collection,
VUW.2010.1,Rita Angus,Fish,,,,VUW Art,344797,,Art Building/Room 44,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.2,Tania Patterson,The Bath of Psyche,,,,VUW Art,344798,,Art Building/Room 0,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.3,Colleen Waata Urlich,[title not known],,,,VUW Art,344799,,Philosophy Building/Room 30,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.4,Audrey Eagle,Untitled,,,,VUW Art,344800,,Philosophy Building/Room 45,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.5,Melvin Day,Naked Man with Knife,"Painting of a nude woman of ample proportions, wearing eye mask, seated in front of round window with view onto Mount Taranaki",,,VUW Art,344801,Victoria University of Wellington Art Collection,Music Building/Room 26,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.6,Emily Cumming Harris,Message from a Friend,,,,VUW Art,344802,,Art Building/Room 43,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.7,Michael Parekowhai,Rebel,,,,VUW Art,344803,,Philosophy Building/Room 3,Temporary Storage,13-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.8,Judy McIntosh Wilson,Fragment 5/8,,,,VUW Art,344804,Victoria University of Wellington Art Collection,Philosophy Building/Room 42,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.9,Merata Mita,Dante and Virgil Approaching the Angel Who Guards the Entrance of Purgatory,,,,VUW Art,344805,,Music Building/Room 34,Temporary Storage,18-Aug-15,,Donation,Collection Policy,,Victoria University of Wellington Art Collection. Gift of Gordon H. Brown 2010,
VUW.2010.10.1-11,Gavin Hitchings,Study for Portrait II (after the Life Mask of William Blake),11 colour photographs each individually framed that together form a suite of abstract images based on the process of photomontage.,,,VUW Art,343875,Victoria University of Wellington Art Collection,Art Building/Room 34,Temporary Storage,23-Jan-14,,"Commission, Purchase",Collection Policy,29-Jun-10,Victoria University of Wellington Art Collection,
VUW.2010.11,Dick Frizzell,Mountain Lake,"One of twelve colour lithographs in Marian Maguire’s The Labours of Herakles series, in which a key hero from classical myth is shown undertaking the transformative task of colonising New Zealand.",colour lithograph,,VUW Art,343874,Victoria University of Wellington Art Collection,Science Building/Room 36,Temporary Exhibit,4-Mar-11,,Private/Purchase,Collection Policy,,Victoria University of Wellington Art Collection,
VUW.2010.12,Dick Frizzell,Forest and Dove,"One of twelve colour lithographs in Marian Maguire’s The Labours of Herakles series, in which a key hero from classical myth is shown undertaking the transformative task of colonising New Zealand.",colour lithograph,,VUW Art,343872,Victoria University of Wellington Art Collection,Philosophy Building/Room 34,Temporary Exhibit,4-Mar-11,,Dealer/Purchase,,,Victoria University of Wellington Art Collection,
VUW.2010.13,Dick Frizzell,Quattro Stagioni: Autunno,One of twelve colour lithographs in Marian Maguire’s The Labours of Herakles series in which a key hero from classical myth is shown undertaking the transformative task of colonising New Zealand.,colour lithograph,,VUW Art,343873,Victoria University of Wellington Art Collection,Music Building/Room 2,Temporary Exhibit,4-Mar-11,,Dealer/Purchase,,,Victoria University of Wellington Art Collection,
VUW.2010.14,Chris Weaver,Snow Storm: Hannibal and his Army Crossing the Alps,Current loan end date: 26 Jan 2016,,,Loans/VUW Art,,Victoria University of Wellington Students' Association Trust Incorporated,Science Building/Room 0,Usual Location,12-Nov-10,,,,,On loan from Victoria University of Wellington Students' Association Trust Incorporated,
VUW.1961.31,Levi Borgstrom,A Child's Portrait in Different Views: 'Angel's Heads',,,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 45,,,,,,,"Victoria University of Wellington Art Collection, Gift of Mr & Mrs T.D.H. Hall, 1961",
VUW.2011.1,Alan Preston,Portrait of a Young Woman,"Single Channel video and sound work from the 'Polar Projects' series filmed in Antarctica in 2003. Echo-Logo is a sound-echo performance staged under the 30 metre high ice-face of the Canada Glacier, located in the dry valley environment of the Taylor Valley, Antarctica. The event was realised at 1 am, with the assistance of an 8 member science team, based in the valley during summer.  The event consists of simple performer tasks - walking cycles, voice shouts and stone bangs, producing dynamic echo-effects off the glacial ice-wall. Echo-Logo performed by Bu Windsor, Ian Whiteley, and the K024 Science team; Allan Green, Liam Nolan, Roman Turk, Leo Sancho, Burkhard Beudel, Hans Reichenberg. Canada Glacier face, Taylor Valley, Antarctica, 00.30, 24.1.2003.",,,VUW Art,345992,Victoria University of Wellington Art Collection,Music Building/Room 24,Temporary Storage,28-Oct-15,,Dealer/Purchase,Collection Policy,Jul-11,"Victoria University of Wellington Art Collection, purchased 2011",
VUW.2011.2,Alan Preston,"No Woman, No Cry","12mins, looped video/sound work from the series 'Polar Projects' filmed in Antarctica in 2003. Aerial Farm features wind generated Aeolian tones from a circular aerial mast and multiple wires. The video depicts the aerial mast installation of wires in a shifting and illusory graphic outline - much like an animated drawing - against white ice background and intermittent snow-drift foreground. Sound consists of a wide frequency band of wire tones, activated by a 50k wind.",,,VUW Art,345993,Victoria University of Wellington Art Collection,Art Building/Room 34,Temporary Storage,28-Oct-15,,Dealer/Purchase,Collection Policy,Jul-11,"Victoria University of Wellington Art Collection, purchased 2011",
VUW.2011.3,Alan Preston,Nocturne: Blue and Silver - Cremorne Lights,"9mins, looped video/sound work. Flutter features the audio and visual kinetics of a solo red-flag on a bamboo pole, in a ripping 60k wind on Arrival Heights, near Scott Base.  While sonic details remain the same throughout, visual detail is gradually warped and colourised during three repeating sequences (Dedicated to Apsley Cherry Garrard).",,,VUW Art,345994,Victoria University of Wellington Art Collection,Music Building/Room 10,Temporary Storage,28-Oct-15,,Dealer/Purchase,Collection Policy,,"Victoria University of Wellington Art Collection, purchased 2011",
VUW.2011.4,Thomas Andrew,IKB 79,"The installation presents photographs of key buildings designed by Plischke in Austria and New Zealand that were first presented as a slide show then filmed to insert a distance between image and source, providing a fragmentary archive of key architectural subjects. The work remains on a constant loop and is to be either projected as a double video installation using two data projectors, or played on two identical flat-screens. The screens should be placed opposite each other (ideally on two opposite sides of one room, corridor or similar space) so that two screens can never be seen simultaneously but one after another.",,,VUW Art,345612,Victoria University of Wellington Art Collection,Art Building/Room 28,Temporary Storage,28-Oct-15,,Dealer/Purchase,Collection Policy,Jul-11,,
VUW.2011.5,Emily Cumming Harris,"Just what was it that made yesterday's homes so different, so appealing? (upgrade)","Muttnik depicts a navigation of a garden filled with sculptural totems made from found and ephemeral materials, which allude to the artist’s Balinese heritage. The work has been captured in black/white super 8 film footage; a melodic soundtrack referencing the popular music of The Beetles accompanies the imagery.",,,VUW Art,345614,Victoria University of Wellington Art Collection,Philosophy Building/Room 45,Temporary Storage,19-Nov-13,,Dealer/Purchase,Collection Policy,Jul-11,"Victoria University of Wellington Art Collection, purchased 2011",
VUW.2011.6,Emily Cumming Harris,Stack,"Halberd Head....was produced during a residency in New York City in 2008. It shows an attempt by the artist to capture onto film an Indonesian artefact on display at the Metropolitan Museum of Art. As still photography was only accepted by the museum, Spong created a simple pinhole camera using a cartridge of super 8 film to produce the work. The filmic outcome is an abstraction of light and its effects. It has no sound. Instead it gives form to the materiality of the film medium and captures the process of the artist producing the work evident by the recorded rhythm of the artist winding on the film. Further colour filters have been applied to intensify the intermittent flickering of the light effects.",,,VUW Art,345615,Victoria University of Wellington Art Collection,Science Building/Room 25,Temporary Storage,13-Aug-15,,Dealer/Purchase,Collection Policy,Jul-11,Victoria University of Wellington Art Collection,
VUW.2011.7,John Badcock,Henri Matisse,"A comprehensive survey of works from the artist’s own archive of performances documented on digital video. The works record the artist performing various acts, usually involving him putting himself in awkward and potentially harmful situations. This is a unique compilation produced for the VUW Art Collection.",,,VUW Art,345613,Victoria University of Wellington Art Collection,Art Building/Room 31,Temporary Storage,28-Oct-15,,Dealer/Purchase,Collection Policy,Jul-11,Victoria University of Wellington Art Collection,
VUW.2011.8,Robyn E. Kenealy,The Reserve of Dead Swiss,"The painting depicts an interlocking root system from which flowers and foliage grow (some of which are clearly non-descript but recognisable weeds). The plant forms are delicately painted in a complementary palette of pastel tones on a rich red-brown, “rust” coloured background.",Oil on board,,VUW Art,345995,Victoria University of Wellington Art Collection,Philosophy Building/Room 18,Permanent Exhibit,19-Dec-11,,Dealer/Purchase,Collection Policy,Jul-11,Victoria University of Wellington Art Collection,
VUW.2011.9,Manos Nathan,Truisms,"Three megalith forms, each standing approximately 1.5m high, 50cm wide at base. Commissioned by the University Council for the Rankine Brown courtyard 1979.",,,VUW Art,372572,Victoria University of Wellington Art Collection,Philosophy Building/Room 17,Permanent Exhibit,29-Aug-11,,,,,"Victoria University of Wellington Art Collection. Commissioned by the University Council for the Rankine Brown courtyard, 1979.",
VUW.2011.10,Murray Ball,Figures in a Garden,Portfolio of 25 black and white photographs that document art works featured in the Adam Art Gallery exhibition 'Behind Closed Doors: New Zealand Art from Private Collections in Wellington' as they are displayed at home.,Black and white photograph,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 34,"Temporary Exhibit, Temporary Exhibit, Temporary Exhibit, Temporary Exhibit, Temporary Exhibit, Temporary Storage","31 May 2013, 31 May 2013, 31 May 2013, 31 May 2013, 31 May 2013, 22 Dec 2011",,Commission,Collection Policy,Oct-11,Victoria University of Wellington Art Collection,
VUW.2012.1,Neil Dawson,The Great Day of His Wrath,Series of ten colour inkjet prints commissioned in 2011,,,VUW Art,366572,Victoria University of Wellington Art Collection,Music Building/Room 26,Temporary Storage,16-Nov-15,,Commission,Collection Policy,Mar-12,"Victoria University of Wellington Art Collection, commissioned 2011",
VUW.2012.2,Neil Dawson,Self-Portrait,"Wooden crate containing The Campus Archive: photographic negatives, archival DVDs, mini-DV tapes, hard-drive, index sheets, and exhibition items including banner and copies of the Free Discussion Club",,,VUW Art,366573,Victoria University of Wellington Art Collection,Music Building/Room 0,Temporary Storage,10-May-12,,Commission,Collection Policy,Mar-12,"Victoria University of Wellington Art Collection, commissioned 2011",
VUW.2012.3,Kobi Bosshard,Late Morning,Six photographic prints of books,,,General/VUW Art,372573,Victoria University of Wellington Art Collection,Music Building/Room 7,Temporary Exhibit,18-Aug-15,,Gift,Collection Policy,14-Jun-12,"Gift of the artist to Victoria University of Wellington Library in grateful acknowledgement of its support in the realisation of the publication ""Pursuit of an Ideal"" and associated exhibition, ""Letters to Students of the Radiant Life"" (Adam Art Gallery, 2010). Gifted by the Library to the VUW Art Collection, 2012",
VUW.2012.4,Richard Killeen,The Corridor,watercolour painting of a tree and riverbed,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 10,Temporary Storage,23-Nov-12,,Purchase,,1962,Purchased 1962,
VUW.2012.5,Gottfried Lindauer,"Bowl of Fruit, Violin and Bottle",,,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 30,Temporary Storage,10-Aug-15,,Gift,Collection Policy,Nov-12,"Victoria University of Wellington Art Collection. Gift of Gordon H. Brown, 2012.",
VUW.2012.6,Emma Camden,A Line Made by Walking,,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 40,Temporary Storage,13-Aug-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.7,Emma Camden,Lobster Telephone,,,,VUW Art,,Victoria University of Wellington Art Collection,Music Building/Room 23,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.8,Emma Camden,Five Day Forecast,,,,VUW Art,,Victoria University of Wellington Art Collection,Science Building/Room 32,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.9,Emma Camden,"Jim, Sausalito",,,,VUW Art,,Victoria University of Wellington Art Collection,Music Building/Room 45,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.10,Emma Camden,Untitled,,,,VUW Art,,Victoria University of Wellington Art Collection,Art Building/Room 21,Temporary Storage,13-Aug-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.11,Emma Camden,Girl in a Chemise,,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 0,Temporary Storage,13-Aug-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
VUW.2012.12,Emma Camden,Glass on a Table,,,,VUW Art,,Victoria University of Wellington Art Collection,Philosophy Building/Room 27,Temporary Storage,28-Oct-15,,Gift,Collection Policy,Dec-12,"Victoria University of Wellington Art Collection. Gift of Peter John Lloyd, 2012.",
